"path","area","artifact_type","preliminary_category","existing_class_mapping","local_evaluation_category","primary_consumer","ownership_status","proposed_action","notes"
"docs/evaluations/transversal/experiments/knowledge-construction-profile-validation-protocol.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/historical/knowledge-construction-profile-v0.1-adversarial-review.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/historical/sdd_readiness_assessment.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/investigations/architectural-discovery-pattern-evaluation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/investigations/knowledge-construction-architectural-investigation.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/evaluations/transversal/validations/knowledge-construction-profile-integration.md","docs","evaluation","documentary_evidence","docs/evaluations local categories apply","evaluation_other","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/experiments/auc-001-knowledge-construction-profile-design.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/experiments/knowledge-construction-blueprint-conceptual-model.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/experiments/knowledge-construction-profile-v0.1.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/glosario_terminos.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-analysis-request.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-analytical-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-analytical-preparation.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-context-definition.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-context-resolution.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-data-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-discovery-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-evidence-acquisition.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-evidence-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-evidence-set.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-execution-context.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-executive-report.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-knowledge-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-knowledge-set.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-p02-qa-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-p03-revalidation-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-pci-002-physical-qa-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-pci-002-qa-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-presentation-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-recommendation-contract.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-recommendation-set.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-source-table-review.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/auc-001-spec-017-reviewer-qa-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/handoffs/vca-ia-project-consolidation-documentation-handoff.md","docs","handoff","operational_current","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/repository-governance/documentation-taxonomy.md","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-governance/navigation-model.md","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-governance/README.md","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-governance/repository-governance-guide.md","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-governance/repository-inventory.csv","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-governance/repository-inventory.md","docs","repository_governance","normative_current_candidate","Project Consolidation draft governance set","","methodological agents, developers and maintainers","candidate_governance","review_and_promote_or_adjust","Created by Project Consolidation draft package; included in refreshed inventory."
"docs/repository-restructuring/auc-001-document-inventory.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/repository-restructuring/auc-001-restructuring-migration-report.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/repository-restructuring/auc-001-restructuring-proposal.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/repository-restructuring/auc-001-restructuring-qa-report.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/tasks.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/AGENTS.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/architecture_as_is.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/ccd.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/closure_review.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/context_refs.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/contracts.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/copilot-instructions-project.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/copilot-instructions.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/data_lineage.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/extension_compatibility_dossier.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/procedimiento_legacy.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/project_brief.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/retrospective_spec.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/sdd_readiness_assessment.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"docs/templates/system_overview.template.md","docs","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-canonical-enriched-route-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-ccd-faro-strategic-context-constraints-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-exp-comp-001-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-exp-comp-001-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-experimental-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-final-iteration-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-ic-001-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-ic-001-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p0-operational-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p01-documentary-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p02-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p02-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p02-real-execution-authorization-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p03-experimental-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p04-acceptance-final-physical-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p04-acceptance-final-physical-revalidation-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p04-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p04-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-p04-semantic-equivalence-qa-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-pci-001-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-pci-001-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-pci-002-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-pci-002-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-pci-002-real-execution-authorization-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-post-p04-e2e-acceptance-real-execution-authorization-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-spec-017-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-spec-017-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/auc-001-stable-use-case-closure-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/README.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/spec-008-development-entry-phase-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/spec-013-auc-001-structured-reconciliation-output-entry-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/spec-013-auc-001-structured-reconciliation-output-exit-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/specs-001-003-qa-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/specs-004-007-qa-gate.md","gates","gate","normative_current","gate artifact under SDD precedence","","methodological agents and reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"gates/vca-ia-project-consolidation-qa-gate.md","gates","gate","documentary_evidence","Project Consolidation QA gate","","QA Gate Agent, human reviewers and maintainers","existing_repository_artifact","classify_in_WS_0_before_restructure","QA validation gate created after Project Consolidation package review."
"knowledge/client/ccd.md","knowledge","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"knowledge/client/initial_lead_qualification_model.md","knowledge","document","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"memory/.gitkeep","memory","supporting_file","supporting","unmapped or implicit repository convention","","agents, developers or human reviewers","existing_repository_artifact","classify_in_WS_0_before_restructure",""
"outputs/auc-001/2026-06-30/analytical-report.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/current/2026-06-30/evidence/evidence-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/2026-06-30/knowledge/knowledge-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/2026-06-30/presentation/analytical-report.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/2026-06-30/product-core/canonical-projection-source.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/2026-06-30/product-core/common-product-core.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/2026-06-30/recommendations/recommendation-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/current/current-execution.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Stable AUC-001 current output namespace; out of scope for modification."
"outputs/auc-001/exec-2026-07-23-2026-06-30/execution/execution-summary.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-23-2026-06-30/executive-report/executive-report.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-23-strategic-context-revalidation-2026-06-30/execution/mcp-discover-metadata-diagnostic.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-23-strategic-context-revalidation-2026-06-30/handoff/reviewer-qa-handoff.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/execution/context-definition.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/execution/evidence-acquisition-record.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/execution/manifest.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/execution/mcp-preflight-record.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/handoff/reviewer-qa-handoff.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-2026-06-30/validations/blocked-validation.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/evidence/evidence-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/context-definition.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/evidence-acquisition-record.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/manifest.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/mcp-preflight-record.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/physical-traceability.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/semantic-equivalence-validation.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/execution/test-results.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/handoff/reviewer-qa-handoff.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/knowledge/knowledge-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/product-core/analytical-projection.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/product-core/canonical-projection-source.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/product-core/common-product-core.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/product-core/executive-projection.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/recommendations/recommendation-set.json","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/reports/analytical-report.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
"outputs/auc-001/exec-2026-07-24-strategic-context-full-rerun-retry-2026-06-30/reports/executive-report.md","outputs","output_artifact","historical_output","physical output namespace; not analytical evidence for consolidation","","AUC-001 consumers and validation records","do_not_modify_during_project_consolidation","preserve_as_historical_output","Historical or stable analytical output; inventory only."
